Invoice;StockCode;Description;Quantity;InvoiceDate;Price;Customer ID;Country;Revenue
537773;85014A;BLACK/BLUE POLKADOT UMBRELLA;1;2010-12-08 12:36:00;5.95;16016.0;United Kingdom;5.95
522989;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;2;2010-09-19 15:09:00;2.95;17051.0;United Kingdom;5.9
537689;48129;DOORMAT TOPIARY;2;2010-12-08 10:36:00;7.95;15750.0;United Kingdom;15.9
499067;85152;HAND OVER THE CHOCOLATE   SIGN ;48;2010-02-24 14:30:00;1.69;14911.0;EIRE;81.12
520694;22073;RED RETROSPOT STORAGE JAR;8;2010-08-29 10:38:00;3.75;15784.0;United Kingdom;30.0
490034;21352;EUCALYPTUS & PINECONE  WREATH;1;2009-12-03 12:45:00;6.75;17287.0;United Kingdom;6.75
514061;21754;HOME BUILDING BLOCK WORD;3;2010-06-30 11:56:00;5.95;13078.0;United Kingdom;17.85
532977;22619;SET OF 6 SOLDIER SKITTLES;1;2010-11-15 13:27:00;3.75;16385.0;United Kingdom;3.75
534687;22441;GROW YOUR OWN BASIL IN ENAMEL MUG;3;2010-11-23 15:07:00;2.1;13077.0;United Kingdom;6.300000000000001
520532;22663;JUMBO BAG DOLLY GIRL DESIGN;6;2010-08-26 15:27:00;1.95;12836.0;United Kingdom;11.7
518732;21580;RABBIT  DESIGN  COTTON TOTE BAG;6;2010-08-11 11:39:00;2.25;16632.0;United Kingdom;13.5
519867;22090;PAPER BUNTING RETRO SPOTS;1;2010-08-20 16:05:00;2.95;17757.0;United Kingdom;2.95
526171;85047;WHITE BEADED GARLAND STRING 20LIGHT;3;2010-10-10 10:49:00;6.35;16444.0;United Kingdom;19.049999999999997
516196;21469;POLKA DOT RAFFIA FOOD COVER;6;2010-07-19 10:07:00;3.75;14758.0;United Kingdom;22.5
522813;21932;SCANDINAVIAN PAISLEY PICNIC BAG;5;2010-09-16 18:09:00;2.95;15664.0;United Kingdom;14.75
513057;21469;POLKA DOT RAFFIA FOOD COVER;6;2010-06-21 13:53:00;3.75;16315.0;United Kingdom;22.5
535816;22563;HAPPY STENCIL CRAFT;1;2010-11-28 15:25:00;1.25;14986.0;United Kingdom;1.25
538078;22761;CHEST 7 DRAWER MA CAMPAGNE;1;2010-12-09 14:25:00;24.95;16255.0;United Kingdom;24.95
531960;22986;GINGHAM ROSE WRAP;25;2010-11-10 12:21:00;0.42;12876.0;Belgium;10.5
522622;21556;CERAMIC STRAWBERRY MONEY BOX;2;2010-09-15 15:32:00;2.55;17589.0;United Kingdom;5.1
527370;22747;POPPY'S PLAYHOUSE BATHROOM;2;2010-10-17 11:58:00;2.1;14479.0;United Kingdom;4.2
512923;22089;PAPER BUNTING VINTAGE PAISLEY;3;2010-06-20 10:10:00;2.95;12843.0;United Kingdom;8.850000000000001
503048;21792;CLASSIC FRENCH STYLE BASKET GREEN ;6;2010-03-29 15:34:00;6.75;12921.0;United Kingdom;40.5
517120;22595;CHRISTMAS GINGHAM HEART;12;2010-07-27 09:05:00;0.85;15142.0;United Kingdom;10.2
511734;85215;ASSORTED CHEESE FRIDGE MAGNETS;12;2010-06-10 10:38:00;0.65;17158.0;United Kingdom;7.800000000000001
504848;22525;CHILDRENS GARDEN GLOVES PINK;1;2010-04-16 17:12:00;1.25;14623.0;United Kingdom;1.25
503546;22381;TOY TIDY PINK RETROSPOT  ;5;2010-04-01 14:51:00;2.1;16351.0;United Kingdom;10.5
521166;22561;WOODEN SCHOOL COLOURING SET;14;2010-09-02 14:52:00;1.65;17238.0;United Kingdom;23.099999999999998
517542;84997C;BLUE 3 PIECE MINI DOTS CUTLERY SET;1;2010-07-29 16:35:00;3.75;15021.0;United Kingdom;3.75
524619;20966;SANDWICH BATH SPONGE;10;2010-09-30 10:34:00;1.25;13102.0;United Kingdom;12.5
501123;21908;CHOCOLATE THIS WAY METAL SIGN;12;2010-03-12 15:17:00;2.1;15808.0;United Kingdom;25.200000000000003
500237;85014D;PINK/BROWN DOTS RUFFLED UMBRELLA;3;2010-03-05 11:56:00;5.95;12417.0;Belgium;17.85
535318;22476;EMPIRE UNION JACK TV DINNER TRAY;1;2010-11-25 15:01:00;4.95;13573.0;United Kingdom;4.95
537212;20718;RED RETROSPOT SHOPPER BAG;10;2010-12-05 15:21:00;1.25;12720.0;Germany;12.5
523468;21156;RETROSPOT CHILDRENS APRON;8;2010-09-22 11:40:00;1.65;17850.0;United Kingdom;13.2
521656;22199;FRYING PAN RED POLKADOT ;2;2010-09-07 14:04:00;4.25;16221.0;United Kingdom;8.5
497124;21899;KEY FOB , GARAGE DESIGN;4;2010-02-05 15:24:00;0.65;13564.0;United Kingdom;2.6
518910;22304;COFFEE MUG BLUE PAISLEY DESIGN;1;2010-08-12 14:35:00;2.55;15984.0;United Kingdom;2.55
499236;22188;BLACK HEART CARD HOLDER;2;2010-02-25 13:17:00;3.95;13240.0;United Kingdom;7.9
533000;21356;TOAST ITS - FAIRY FLOWER;2;2010-11-15 14:49:00;1.25;16686.0;United Kingdom;2.5
537224;22829;SWEETHEART WIRE WALL TIDY;2;2010-12-05 16:24:00;9.95;13174.0;United Kingdom;19.9
521405;21539;RED RETROSPOT BUTTER DISH;3;2010-09-06 10:37:00;4.95;13785.0;United Kingdom;14.850000000000001
495526;22133;PINK LOVE HEART SHAPE CUP;12;2010-01-25 14:40:00;0.85;14628.0;United Kingdom;10.2
534210;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;3;2010-11-21 15:56:00;2.55;18069.0;United Kingdom;7.6499999999999995
535343;21257;VICTORIAN SEWING BOX MEDIUM;2;2010-11-25 16:33:00;7.95;16812.0;United Kingdom;15.9
510727;22712;CARD DOLLY GIRL ;12;2010-06-03 10:28:00;0.42;14646.0;Netherlands;5.04
520246;22317;FIVE CATS HANGING DECORATION;6;2010-08-25 11:07:00;2.95;12721.0;France;17.700000000000003
528758;84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;1;2010-10-24 15:29:00;1.25;18116.0;United Kingdom;1.25
529833;84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;2;2010-10-31 12:32:00;0.42;16791.0;United Kingdom;0.84
516876;22279;POCKET BAG BLUE PAISLEY RED SPOT;6;2010-07-23 13:29:00;2.1;12935.0;United Kingdom;12.600000000000001
499285;21655;HANGING RIDGE GLASS T-LIGHT HOLDER;6;2010-02-25 19:08:00;1.69;17207.0;United Kingdom;10.14
498573;21828;EIGHT PIECE SNAKE  SET;5;2010-02-21 13:16:00;1.25;14606.0;United Kingdom;6.25
530980;22866;HAND WARMER SCOTTY DOG DESIGN;12;2010-11-05 10:52:00;2.1;17677.0;United Kingdom;25.200000000000003
530812;21200;MULTICOLOUR HONEYCOMB PAPER GARLAND;2;2010-11-04 13:05:00;1.65;15860.0;United Kingdom;3.3
493759;21161;KEEP OUT BOYS DOOR HANGER ;1;2010-01-06 13:56:00;1.45;17965.0;United Kingdom;1.45
514336;21682;LARGE MEDINA STAMPED METAL BOWL ;4;2010-07-01 14:38:00;4.95;17187.0;United Kingdom;19.8
490404;90126A;PINK BERTIE MOBILE PHONE CHARM;1;2009-12-06 11:27:00;1.69;16277.0;United Kingdom;1.69
532764;22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;3;2010-11-14 14:07:00;0.85;14684.0;United Kingdom;2.55
495503;21983;PACK OF 12 BLUE PAISLEY TISSUES ;1;2010-01-25 12:50:00;0.29;15858.0;United Kingdom;0.29
535370;85231B;CINAMMON SET OF 9 T-LIGHTS;12;2010-11-25 18:08:00;0.85;13394.0;United Kingdom;10.2
496745;20727;LUNCH BAG  BLACK SKULL.;10;2010-02-03 14:36:00;1.65;16722.0;United Kingdom;16.5
532107;22295;HEART FILIGREE DOVE LARGE;5;2010-11-10 16:31:00;1.65;17293.0;United Kingdom;8.25
520999;84947;ANTIQUE SILVER TEA GLASS ENGRAVED;36;2010-09-01 13:39:00;1.25;17215.0;United Kingdom;45.0
533358;21622;VINTAGE UNION JACK CUSHION COVER;4;2010-11-17 10:07:00;4.95;13237.0;United Kingdom;19.8
526215;79321;CHILLI LIGHTS;3;2010-10-10 14:18:00;4.95;17085.0;United Kingdom;14.850000000000001
492742;48103;DOOR MAT KISS MY.......;2;2009-12-18 12:33:00;6.75;12455.0;Cyprus;13.5
522987;22602;CHRISTMAS RETROSPOT HEART WOOD;29;2010-09-19 14:51:00;0.85;17625.0;United Kingdom;24.65
511481;22300;COFFEE MUG DOG + BALL DESIGN;3;2010-06-08 14:00:00;2.55;15353.0;United Kingdom;7.6499999999999995
512888;22379;RECYCLING BAG RETROSPOT ;3;2010-06-18 12:03:00;2.1;17068.0;United Kingdom;6.300000000000001
510119;21260;FIRST AID TIN;2;2010-05-27 12:03:00;3.25;15719.0;United Kingdom;6.5
502484;22273;FELTCRAFT DOLL MOLLY;2;2010-03-24 16:22:00;2.95;13571.0;United Kingdom;5.9
534383;21224;SET/4 SKULL BADGES;1;2010-11-22 12:53:00;1.25;14527.0;United Kingdom;1.25
508864;21987;PACK OF 6 SKULL PAPER CUPS;3;2010-05-18 16:09:00;0.65;17589.0;United Kingdom;1.9500000000000002
525711;22333;RETROSPOT PARTY BAG + STICKER SET;6;2010-10-06 14:12:00;1.65;14085.0;United Kingdom;9.899999999999999
528647;22189;CREAM HEART CARD HOLDER;1;2010-10-24 12:36:00;3.95;14277.0;France;3.95
500719;21067;VINTAGE RED TEATIME MUG;6;2010-03-09 15:16:00;1.25;16707.0;United Kingdom;7.5
498911;84670;JAPANESE CROCHETED ANIMAL;24;2010-02-23 15:27:00;0.42;16702.0;United Kingdom;10.08
525959;21818;GLITTER CHRISTMAS HEART ;3;2010-10-07 19:51:00;0.85;16111.0;United Kingdom;2.55
502605;21531;RETRO SPOT SUGAR JAM BOWL;24;2010-03-25 13:43:00;2.1;14685.0;United Kingdom;50.400000000000006
535241;21034;REX CASH+CARRY JUMBO SHOPPER;1;2010-11-25 12:34:00;0.95;16515.0;United Kingdom;0.95
519932;82552;WASHROOM METAL SIGN;2;2010-08-22 16:05:00;1.25;17231.0;United Kingdom;2.5
508482;22614;PACK OF 12 SPACEBOY TISSUES;12;2010-05-16 12:44:00;0.29;13564.0;United Kingdom;3.4799999999999995
522327;84970S;HANGING HEART ZINC T-LIGHT HOLDER;12;2010-09-13 16:15:00;0.85;18069.0;United Kingdom;10.2
504130;21124;SET/10 BLUE SPOTTY PARTY CANDLES;24;2010-04-11 11:14:00;1.25;13520.0;Switzerland;30.0
505177;35001W;HAND OPEN SHAPE DECO.WHITE;1;2010-04-20 13:43:00;3.49;13042.0;United Kingdom;3.49
507306;85099B;RED RETROSPOT JUMBO BAG ;100;2010-05-07 14:52:00;1.65;17031.0;United Kingdom;165.0
534187;22557;PLASTERS IN TIN VINTAGE PAISLEY ;1;2010-11-21 14:10:00;1.65;16501.0;United Kingdom;1.65
529597;21669;BLUE STRIPE CERAMIC DRAWER KNOB;12;2010-10-29 08:48:00;1.25;17675.0;United Kingdom;15.0
510997;21523;DOOR MAT FANCY FONT HOME SWEET HOME;1;2010-06-04 14:32:00;7.49;13564.0;United Kingdom;7.49
501922;85231G;ORANGE SCENTED SET/9 T-LIGHTS;1;2010-03-22 10:26:00;0.85;13151.0;United Kingdom;0.85
526207;44230;SQUARE MIRROR CURTAIN;1;2010-10-10 13:31:00;7.95;15547.0;United Kingdom;7.95
536624;21843;RED RETROSPOT CAKE STAND;4;2010-12-02 10:45:00;10.95;13418.0;United Kingdom;43.8
499232;20941;FROG CANDLE;12;2010-02-25 12:21:00;1.25;13334.0;United Kingdom;15.0
498127;21755;LOVE BUILDING BLOCK WORD;3;2010-02-16 15:56:00;5.95;13842.0;United Kingdom;17.85
501541;10135;COLOURING PENCILS BROWN TUBE;10;2010-03-17 14:23:00;1.25;13478.0;United Kingdom;12.5
494505;22129;PARTY CONES CANDY TREE DECORATION;12;2010-01-14 19:20:00;0.85;13711.0;United Kingdom;10.2
523510;22336;DOVE DECORATION PAINTED ZINC ;10;2010-09-22 12:24:00;0.65;17840.0;United Kingdom;6.5
506569;21557;SET OF 6 FUNKY BEAKERS;6;2010-04-30 12:58:00;2.95;15818.0;United Kingdom;17.700000000000003
536733;20677;PINK POLKADOT BOWL;8;2010-12-02 12:50:00;1.25;15738.0;United Kingdom;10.0
524269;35970;ZINC FOLKART SLEIGH BELLS;12;2010-09-28 11:48:00;1.69;13103.0;United Kingdom;20.28
497912;22148;EASTER CRAFT 4 CHICKS ;8;2010-02-14 14:35:00;1.95;12867.0;United Kingdom;15.6
531900;47469;ASSORTED SHAPES PHOTO CLIP SILVER ;1;2010-11-10 12:03:00;0.65;15031.0;United Kingdom;0.65
526863;22814;CARD PARTY GAMES ;12;2010-10-13 13:08:00;0.42;15203.0;United Kingdom;5.04
519029;85099B;JUMBO BAG RED RETROSPOT;10;2010-08-13 10:15:00;1.95;15203.0;United Kingdom;19.5
536000;20996;JAZZ HEARTS ADDRESS BOOK;6;2010-11-29 14:13:00;0.42;14606.0;United Kingdom;2.52
499789;84946;ANTIQUE SILVER TEA GLASS ETCHED;144;2010-03-02 14:59:00;1.06;15311.0;United Kingdom;152.64000000000001
500333;20762;GREEN FERN SKETCHBOOK ;4;2010-03-07 13:28:00;3.75;16735.0;United Kingdom;15.0
503923;82583;HOT BATHS METAL SIGN;12;2010-04-08 13:15:00;2.1;14110.0;United Kingdom;25.200000000000003
537138;22909;SET OF 20 VINTAGE CHRISTMAS NAPKINS;8;2010-12-05 12:44:00;0.85;17211.0;United Kingdom;6.8
498362;21218;RED SPOTTY BISCUIT TIN;24;2010-02-18 13:38:00;3.25;14952.0;United Kingdom;78.0
517969;22440;BALLOON WATER BOMB PACK OF 35;2;2010-08-03 13:07:00;0.42;13984.0;United Kingdom;0.84
534244;82483;WOOD 2 DRAWER CABINET WHITE FINISH;2;2010-11-22 10:59:00;5.95;16972.0;United Kingdom;11.9
533313;22468;BABUSHKA LIGHTS STRING OF 10;4;2010-11-16 17:10:00;6.75;13300.0;United Kingdom;27.0
496373;20977;36 PENCILS TUBE WOODLAND;16;2010-02-01 11:30:00;1.25;12711.0;Germany;20.0
525225;72351A;SET/6 TURQUOISE BUTTERFLY T-LIGHTS;2;2010-10-04 13:10:00;2.1;17841.0;United Kingdom;4.2
